campaign_id,stat_date,placement,platform,advertiser_industry,impression_cnt,click_cnt,revenue,currency,viewability_rate
cmp_202410_030,2024-10-12,video_preroll,kmg_direct,電信,26924,177,4338.6,TWD,0.636
cmp_202410_030,2024-10-13,video_preroll,kmg_direct,電信,214409,2413,25447.09,TWD,0.597
cmp_202410_030,2024-10-14,video_preroll,kmg_direct,電信,26946,163,3402.15,TWD,0.742
cmp_202410_030,2024-10-15,video_preroll,kmg_direct,電信,6015,64,985.92,TWD,0.8
cmp_202410_030,2024-10-16,video_preroll,kmg_direct,電信,41335,470,6623.66,TWD,0.506
cmp_202410_030,2024-10-17,video_preroll,kmg_direct,電信,55615,312,7141.37,TWD,0.578
cmp_202410_030,2024-10-05,top_banner,kmg_direct,電信,38238,73,1715.9,TWD,0.685
cmp_202410_030,2024-10-06,top_banner,kmg_direct,電信,95042,146,3334.22,TWD,0.744
cmp_202410_030,2024-10-07,top_banner,kmg_direct,電信,42918,105,1942.24,TWD,0.507
cmp_202410_030,2024-10-08,top_banner,kmg_direct,電信,16885,32,496.76,TWD,0.65
cmp_202410_030,2024-10-09,top_banner,kmg_direct,電信,91141,146,3129.68,TWD,0.688
cmp_202410_030,2024-10-10,top_banner,kmg_direct,電信,10555,20,416.58,TWD,0.588
cmp_202410_030,2024-10-11,top_banner,kmg_direct,電信,41818,84,1509.78,TWD,0.733
cmp_202410_030,2024-10-12,top_banner,kmg_direct,電信,16864,24,572.29,TWD,0.543
cmp_202410_030,2024-10-13,top_banner,kmg_direct,電信,78981,115,3186.47,TWD,0.561
cmp_202410_030,2024-10-14,top_banner,kmg_direct,電信,85412,226,3515.95,TWD,0.42
cmp_202410_030,2024-10-15,top_banner,kmg_direct,電信,11889,30,487.23,TWD,0.655
cmp_202410_030,2024-10-16,top_banner,kmg_direct,電信,13024,18,592.9,TWD,0.667
cmp_202410_030,2024-10-17,top_banner,kmg_direct,電信,23349,56,887.58,TWD,0.402
cmp_202410_031,2024-10-12,in_article,kmg_selfserve,政府標案,21042,62,1454.21,TWD,0.546
cmp_202410_031,2024-10-13,in_article,kmg_selfserve,政府標案,87262,317,6277.79,TWD,0.726
cmp_202410_031,2024-10-14,in_article,kmg_selfserve,政府標案,27521,129,1870.04,TWD,0.633
cmp_202410_031,2024-10-15,in_article,kmg_selfserve,政府標案,23487,97,1799.74,TWD,0.7
cmp_202410_031,2024-10-16,in_article,kmg_selfserve,政府標案,24178,73,1310.84,TWD,0.522
cmp_202410_031,2024-10-17,in_article,kmg_selfserve,政府標案,8825,23,507.24,TWD,0.509
cmp_202410_031,2024-10-18,in_article,kmg_selfserve,政府標案,77926,275,3643.1,TWD,0.557
cmp_202410_031,2024-10-19,in_article,kmg_selfserve,政府標案,26432,105,1802.39,TWD,0.68
cmp_202410_031,2024-10-20,in_article,kmg_selfserve,政府標案,17428,99,1217.93,TWD,0.566
cmp_202410_031,2024-10-21,in_article,kmg_selfserve,政府標案,16341,87,1056.74,TWD,0.802
cmp_202410_031,2024-10-22,in_article,kmg_selfserve,政府標案,10323,32,766.81,TWD,0.666
cmp_202410_031,2024-10-23,in_article,kmg_selfserve,政府標案,9824,33,706.87,TWD,0.513
cmp_202410_031,2024-10-24,in_article,kmg_selfserve,政府標案,26809,149,1369.91,TWD,0.614
cmp_202410_031,2024-10-25,in_article,kmg_selfserve,政府標案,3977,19,194.05,TWD,0.592
cmp_202410_031,2024-10-26,in_article,kmg_selfserve,政府標案,50462,278,2416.46,TWD,0.625
cmp_202410_031,2024-10-27,in_article,kmg_selfserve,政府標案,42022,116,3174.04,TWD,0.465
cmp_202410_031,2024-10-28,in_article,kmg_selfserve,政府標案,16971,77,1109.47,TWD,0.747
cmp_202410_032,2024-10-19,video_preroll,kmg_direct,政府標案,94717,1111,15165.05,TWD,0.381
cmp_202410_032,2024-10-20,video_preroll,kmg_direct,政府標案,153968,1766,26347.37,TWD,0.632
cmp_202410_032,2024-10-21,video_preroll,kmg_direct,政府標案,145403,1034,16824.23,TWD,0.724
cmp_202410_032,2024-10-22,video_preroll,kmg_direct,政府標案,104537,926,14131.32,TWD,0.777
cmp_202410_032,2024-10-23,video_preroll,kmg_direct,政府標案,61364,694,7883.51,TWD,0.487
cmp_202410_032,2024-10-24,video_preroll,kmg_direct,政府標案,72180,634,9027.6,TWD,0.669
cmp_202410_032,2024-10-25,video_preroll,kmg_direct,政府標案,19208,119,2865.33,TWD,0.455
cmp_202410_032,2024-10-26,video_preroll,kmg_direct,政府標案,30072,248,5426.71,TWD,0.536
cmp_202410_032,2024-10-27,video_preroll,kmg_direct,政府標案,23244,135,3967.51,TWD,0.446
cmp_202410_032,2024-10-28,video_preroll,kmg_direct,政府標案,75255,750,13604.67,TWD,0.681
cmp_202410_032,2024-10-29,video_preroll,kmg_direct,政府標案,89039,1020,10906.36,TWD,0.514
cmp_202410_032,2024-10-30,video_preroll,kmg_direct,政府標案,184101,955,20621.14,TWD,0.421
cmp_202410_032,2024-10-31,video_preroll,kmg_direct,政府標案,14419,76,1963.15,TWD,0.666
cmp_202410_032,2024-10-19,top_banner,kmg_direct,政府標案,28942,65,1015.22,TWD,0.382
cmp_202410_032,2024-10-20,top_banner,kmg_direct,政府標案,40272,99,1147.82,TWD,0.654
cmp_202410_032,2024-10-21,top_banner,kmg_direct,政府標案,116805,136,3626.31,TWD,0.649
cmp_202410_032,2024-10-22,top_banner,kmg_direct,政府標案,82396,141,2751.57,TWD,0.529
cmp_202410_032,2024-10-23,top_banner,kmg_direct,政府標案,25277,67,845.43,TWD,0.552
cmp_202410_032,2024-10-24,top_banner,kmg_direct,政府標案,61298,83,2857.41,TWD,0.515
cmp_202410_032,2024-10-25,top_banner,kmg_direct,政府標案,131590,180,4169.56,TWD,0.637
cmp_202410_032,2024-10-26,top_banner,kmg_direct,政府標案,5186,9,181.6,TWD,0.661
cmp_202410_032,2024-10-27,top_banner,kmg_direct,政府標案,84967,162,3325.55,TWD,0.829
cmp_202410_032,2024-10-28,top_banner,kmg_direct,政府標案,8720,10,396.53,TWD,0.684
cmp_202410_032,2024-10-29,top_banner,kmg_direct,政府標案,61967,82,2695.75,TWD,0.537
cmp_202410_032,2024-10-30,top_banner,kmg_direct,政府標案,16278,36,631.95,TWD,0.843
cmp_202410_032,2024-10-31,top_banner,kmg_direct,政府標案,38085,63,1263.64,TWD,0.75
cmp_202410_033,2024-10-19,top_banner,kmg_direct,金融,26099,47,1142.88,TWD,0.82
cmp_202410_033,2024-10-20,top_banner,kmg_direct,金融,10012,14,469.92,TWD,0.5
cmp_202410_033,2024-10-21,top_banner,kmg_direct,金融,28065,38,1159.48,TWD,0.626
cmp_202410_033,2024-10-22,top_banner,kmg_direct,金融,102483,190,3692.33,TWD,0.722
cmp_202410_033,2024-10-23,top_banner,kmg_direct,金融,73874,125,3114.68,TWD,0.713
cmp_202410_033,2024-10-24,top_banner,kmg_direct,金融,48874,103,2145.92,TWD,0.73
cmp_202410_033,2024-10-25,top_banner,kmg_direct,金融,58997,95,2596.59,TWD,0.55
cmp_202410_033,2024-10-26,top_banner,kmg_direct,金融,123560,216,5316.14,TWD,0.543
cmp_202410_033,2024-10-27,top_banner,kmg_direct,金融,48206,78,2199.86,TWD,0.655
cmp_202410_033,2024-10-28,top_banner,kmg_direct,金融,733115,1523,21912.92,TWD,0.542
cmp_202410_033,2024-10-29,top_banner,kmg_direct,金融,9716,23,371.16,TWD,0.793
cmp_202410_033,2024-10-30,top_banner,kmg_direct,金融,4331,7,141.51,TWD,0.774
cmp_202410_033,2024-10-31,top_banner,kmg_direct,金融,14131,27,552.31,TWD,0.665
cmp_202410_033,2024-10-19,in_article,kmg_direct,金融,57478,246,3875.68,TWD,0.58
cmp_202410_033,2024-10-20,in_article,kmg_direct,金融,67478,321,3348.4,TWD,0.595
cmp_202410_033,2024-10-21,in_article,kmg_direct,金融,12485,69,681.14,TWD,0.648
cmp_202410_033,2024-10-22,in_article,kmg_direct,金融,5390,26,405.29,TWD,0.642
cmp_202410_033,2024-10-23,in_article,kmg_direct,金融,29049,112,1463.8,TWD,0.573
cmp_202410_033,2024-10-24,in_article,kmg_direct,金融,25613,124,1478.49,TWD,0.454
cmp_202410_033,2024-10-25,in_article,kmg_direct,金融,28167,120,1525.95,TWD,0.605
cmp_202410_033,2024-10-26,in_article,kmg_direct,金融,82897,445,5537.24,TWD,0.536
cmp_202410_033,2024-10-27,in_article,kmg_direct,金融,10520,51,735.53,TWD,0.501
cmp_202410_033,2024-10-28,in_article,kmg_direct,金融,147167,621,8742.31,TWD,0.437
cmp_202410_033,2024-10-29,in_article,kmg_direct,金融,5152,14,353.86,TWD,0.355
cmp_202410_033,2024-10-30,in_article,kmg_direct,金融,11698,37,709.79,TWD,0.641
cmp_202410_033,2024-10-31,in_article,kmg_direct,金融,142930,737,10705.12,TWD,0.688
cmp_202410_034,2024-10-04,top_banner,kmg_direct,3C,58080,129,2294.04,TWD,0.407
cmp_202410_034,2024-10-05,top_banner,kmg_direct,3C,20400,29,674.01,TWD,0.485
cmp_202410_034,2024-10-06,top_banner,kmg_direct,3C,154592,291,4759.39,TWD,0.745
cmp_202410_034,2024-10-07,top_banner,kmg_direct,3C,29313,34,1270.3,TWD,0.525
cmp_202410_034,2024-10-08,top_banner,kmg_direct,3C,97213,135,3592.72,TWD,0.519
cmp_202410_034,2024-10-09,top_banner,kmg_direct,3C,24500,37,1003.61,TWD,0.577
cmp_202410_034,2024-10-10,top_banner,kmg_direct,3C,22049,43,933.28,TWD,0.693
cmp_202410_034,2024-10-11,top_banner,kmg_direct,3C,34468,67,1251.91,TWD,0.664
cmp_202410_034,2024-10-12,top_banner,kmg_direct,3C,73945,182,2286.65,TWD,0.545
cmp_202410_034,2024-10-13,top_banner,kmg_direct,3C,144717,348,5432.55,TWD,0.744
cmp_202410_034,2024-10-14,top_banner,kmg_direct,3C,11698,24,377.11,TWD,0.37
cmp_202410_034,2024-10-15,top_banner,kmg_direct,3C,11556,25,371.99,TWD,0.683
cmp_202410_034,2024-10-16,top_banner,kmg_direct,3C,14633,20,593.55,TWD,0.714
cmp_202410_034,2024-10-17,top_banner,kmg_direct,3C,16479,35,729.04,TWD,0.504
cmp_202410_034,2024-10-18,top_banner,kmg_direct,3C,11193,24,487.59,TWD,0.697
cmp_202410_034,2024-10-19,top_banner,kmg_direct,3C,17362,31,632.75,TWD,0.832
cmp_202410_034,2024-10-20,top_banner,kmg_direct,3C,83133,146,2746.34,TWD,0.55
cmp_202410_034,2024-10-21,top_banner,kmg_direct,3C,190635,245,8925.67,TWD,0.409
cmp_202410_034,2024-10-22,top_banner,kmg_direct,3C,54538,109,2474.82,TWD,0.584
cmp_202410_034,2024-10-23,top_banner,kmg_direct,3C,44615,74,1297.67,TWD,0.601
cmp_202410_034,2024-10-04,in_article,kmg_direct,3C,64771,239,4791.77,TWD,0.641
cmp_202410_034,2024-10-05,in_article,kmg_direct,3C,14691,41,988.6,TWD,0.621
cmp_202410_034,2024-10-06,in_article,kmg_direct,3C,11817,41,710.22,TWD,0.728
cmp_202410_034,2024-10-07,in_article,kmg_direct,3C,169862,519,7970.79,TWD,0.779
cmp_202410_034,2024-10-08,in_article,kmg_direct,3C,94398,397,6959.52,TWD,0.543
cmp_202410_034,2024-10-09,in_article,kmg_direct,3C,63045,361,3621.21,TWD,0.404
cmp_202410_034,2024-10-10,in_article,kmg_direct,3C,32210,165,1702.58,TWD,0.596
cmp_202410_034,2024-10-11,in_article,kmg_direct,3C,34103,177,2188.73,TWD,0.654
cmp_202410_034,2024-10-12,in_article,kmg_direct,3C,25699,79,1586.0,TWD,0.591
cmp_202410_034,2024-10-13,in_article,kmg_direct,3C,21666,107,1305.11,TWD,0.633
cmp_202410_034,2024-10-14,in_article,kmg_direct,3C,29281,134,1830.65,TWD,0.688
cmp_202410_034,2024-10-15,in_article,kmg_direct,3C,13781,64,955.82,TWD,0.398
cmp_202410_034,2024-10-16,in_article,kmg_direct,3C,13192,55,977.87,TWD,0.65
cmp_202410_034,2024-10-17,in_article,kmg_direct,3C,39112,100,1907.34,TWD,0.788
cmp_202410_034,2024-10-18,in_article,kmg_direct,3C,16625,54,1271.77,TWD,0.364
cmp_202410_034,2024-10-19,in_article,kmg_direct,3C,27491,118,1634.53,TWD,0.426
cmp_202410_034,2024-10-20,in_article,kmg_direct,3C,54304,140,2928.62,TWD,0.518
cmp_202410_034,2024-10-21,in_article,kmg_direct,3C,30062,115,1532.65,TWD,0.63
cmp_202410_034,2024-10-22,in_article,kmg_direct,3C,51039,263,2915.35,TWD,0.412
cmp_202410_034,2024-10-23,in_article,kmg_direct,3C,26977,97,1311.99,TWD,0.777
cmp_202410_035,2024-10-11,video_preroll,kmg_direct,電信,60204,350,8446.37,TWD,0.684
cmp_202410_035,2024-10-12,video_preroll,kmg_direct,電信,23239,156,3244.62,TWD,0.522
cmp_202410_035,2024-10-13,video_preroll,kmg_direct,電信,22454,163,3548.37,TWD,0.777
cmp_202410_035,2024-10-14,video_preroll,kmg_direct,電信,27748,211,3723.74,TWD,0.531
cmp_202410_035,2024-10-15,video_preroll,kmg_direct,電信,63968,392,11002.78,TWD,0.44
cmp_202410_035,2024-10-16,video_preroll,kmg_direct,電信,10721,61,1245.87,TWD,0.721
cmp_202410_035,2024-10-17,video_preroll,kmg_direct,電信,15842,125,2699.49,TWD,0.542
cmp_202410_035,2024-10-18,video_preroll,kmg_direct,電信,33148,178,3935.71,TWD,0.59
cmp_202410_035,2024-10-19,video_preroll,kmg_direct,電信,8525,84,979.72,TWD,0.59
cmp_202410_035,2024-10-20,video_preroll,kmg_direct,電信,30673,234,4485.93,TWD,0.546
cmp_202410_035,2024-10-21,video_preroll,kmg_direct,電信,127954,959,21035.1,TWD,0.618
cmp_202410_035,2024-10-22,video_preroll,kmg_direct,電信,25181,234,4501.88,TWD,0.718
cmp_202410_035,2024-10-23,video_preroll,kmg_direct,電信,18830,223,2359.51,TWD,0.653
cmp_202410_035,2024-10-24,video_preroll,kmg_direct,電信,28341,242,5093.11,TWD,0.644
cmp_202410_035,2024-10-25,video_preroll,kmg_direct,電信,16194,112,2778.79,TWD,0.615
cmp_202410_035,2024-10-26,video_preroll,kmg_direct,電信,9317,58,1442.41,TWD,0.565
cmp_202410_035,2024-10-11,top_banner,kmg_direct,電信,58100,76,2028.65,TWD,0.83
cmp_202410_035,2024-10-12,top_banner,kmg_direct,電信,30795,49,1260.0,TWD,0.654
cmp_202410_035,2024-10-13,top_banner,kmg_direct,電信,63652,117,1934.92,TWD,0.681
cmp_202410_035,2024-10-14,top_banner,kmg_direct,電信,128886,254,4556.9,TWD,0.843
cmp_202410_035,2024-10-15,top_banner,kmg_direct,電信,123276,154,4929.52,TWD,0.601
cmp_202410_035,2024-10-16,top_banner,kmg_direct,電信,49943,63,1771.41,TWD,0.797
cmp_202410_035,2024-10-17,top_banner,kmg_direct,電信,18967,37,542.48,TWD,0.817
cmp_202410_035,2024-10-18,top_banner,kmg_direct,電信,70899,183,2229.08,TWD,0.489
cmp_202410_035,2024-10-19,top_banner,kmg_direct,電信,20536,50,887.35,TWD,0.505
cmp_202410_035,2024-10-20,top_banner,kmg_direct,電信,28605,75,1313.1,TWD,0.735
cmp_202410_035,2024-10-21,top_banner,kmg_direct,電信,4769,11,168.39,TWD,0.655
cmp_202410_035,2024-10-22,top_banner,kmg_direct,電信,44809,80,2080.4,TWD,0.627
cmp_202410_035,2024-10-23,top_banner,kmg_direct,電信,7542,10,314.14,TWD,0.845
cmp_202410_035,2024-10-24,top_banner,kmg_direct,電信,18263,33,527.95,TWD,0.577
cmp_202410_035,2024-10-25,top_banner,kmg_direct,電信,46042,77,1324.3,TWD,0.652
cmp_202410_035,2024-10-26,top_banner,kmg_direct,電信,49440,90,1682.58,TWD,0.523
cmp_202410_036,2024-10-18,in_article,kmg_direct,3C,80173,374,3877.93,TWD,0.675
cmp_202410_036,2024-10-19,in_article,kmg_direct,3C,79869,341,4982.96,TWD,0.706
cmp_202410_036,2024-10-20,in_article,kmg_direct,3C,4436,25,264.35,TWD,0.683
cmp_202410_036,2024-10-21,in_article,kmg_direct,3C,25688,71,1938.24,TWD,0.571
cmp_202410_036,2024-10-22,in_article,kmg_direct,3C,21049,109,1100.87,TWD,0.644
cmp_202410_036,2024-10-23,in_article,kmg_direct,3C,15232,60,1054.25,TWD,0.684
cmp_202410_036,2024-10-24,in_article,kmg_direct,3C,17877,59,1017.04,TWD,0.857
cmp_202410_036,2024-10-25,in_article,kmg_direct,3C,47204,131,3169.87,TWD,0.604
cmp_202410_036,2024-10-26,in_article,kmg_direct,3C,25209,103,1660.19,TWD,0.39
cmp_202410_036,2024-10-27,in_article,kmg_direct,3C,154593,665,9889.75,TWD,0.613
cmp_202410_036,2024-10-28,in_article,kmg_direct,3C,10291,40,649.21,TWD,0.644
cmp_202410_036,2024-10-29,in_article,kmg_direct,3C,9678,38,482.35,TWD,0.589
cmp_202410_036,2024-10-30,in_article,kmg_direct,3C,24579,72,1550.86,TWD,0.625
cmp_202410_036,2024-10-31,in_article,kmg_direct,3C,81816,247,6080.55,TWD,0.849
cmp_202410_037,2024-10-09,in_article,openx_prog,政府標案,9292,25,21.84,USD,0.489
cmp_202410_037,2024-10-10,in_article,openx_prog,政府標案,24359,114,59.27,USD,0.779
cmp_202410_037,2024-10-11,in_article,openx_prog,政府標案,39091,170,80.51,USD,0.711
cmp_202410_037,2024-10-12,in_article,openx_prog,政府標案,80143,406,137.96,USD,
cmp_202410_037,2024-10-13,in_article,openx_prog,政府標案,43813,203,85.1,USD,0.753
cmp_202410_037,2024-10-14,in_article,openx_prog,政府標案,16456,69,25.84,USD,
cmp_202410_037,2024-10-15,in_article,openx_prog,政府標案,60004,337,116.56,USD,0.356
cmp_202410_037,2024-10-16,in_article,openx_prog,政府標案,8691,29,18.91,USD,0.708
cmp_202410_037,2024-10-17,in_article,openx_prog,政府標案,10483,48,22.17,USD,0.503
cmp_202410_037,2024-10-18,in_article,openx_prog,政府標案,26577,136,48.55,USD,
cmp_202410_037,2024-10-19,in_article,openx_prog,政府標案,14842,47,25.75,USD,
cmp_202410_037,2024-10-20,in_article,openx_prog,政府標案,22617,110,52.9,USD,
cmp_202410_037,2024-10-21,in_article,openx_prog,政府標案,25649,85,49.11,USD,
cmp_202410_037,2024-10-22,in_article,openx_prog,政府標案,132186,408,234.96,USD,
cmp_202410_037,2024-10-23,in_article,openx_prog,政府標案,350634,1245,536.57,USD,
cmp_202410_037,2024-10-24,in_article,openx_prog,政府標案,16838,54,38.85,USD,0.599
cmp_202410_037,2024-10-25,in_article,openx_prog,政府標案,31491,147,74.04,USD,
cmp_202410_037,2024-10-26,in_article,openx_prog,政府標案,391204,1219,602.96,USD,0.658
cmp_202410_037,2024-10-27,in_article,openx_prog,政府標案,61831,278,94.07,USD,0.749
cmp_202410_037,2024-10-28,in_article,openx_prog,政府標案,9269,51,21.09,USD,
cmp_202410_038,2024-10-20,video_preroll,kmg_selfserve,政府標案,44994,333,5288.71,TWD,0.432
cmp_202410_038,2024-10-21,video_preroll,kmg_selfserve,政府標案,20766,227,3220.13,TWD,0.574
cmp_202410_038,2024-10-22,video_preroll,kmg_selfserve,政府標案,108916,697,16965.85,TWD,0.519
cmp_202410_038,2024-10-23,video_preroll,kmg_selfserve,政府標案,6304,69,840.12,TWD,0.709
cmp_202410_038,2024-10-24,video_preroll,kmg_selfserve,政府標案,71429,550,8789.08,TWD,0.481
cmp_202410_038,2024-10-25,video_preroll,kmg_selfserve,政府標案,68771,369,8182.26,TWD,0.354
cmp_202410_038,2024-10-26,video_preroll,kmg_selfserve,政府標案,19578,117,3442.01,TWD,0.546
cmp_202410_038,2024-10-27,video_preroll,kmg_selfserve,政府標案,94091,569,13795.34,TWD,0.574
cmp_202410_038,2024-10-28,video_preroll,kmg_selfserve,政府標案,25876,142,3626.5,TWD,0.495
cmp_202410_038,2024-10-29,video_preroll,kmg_selfserve,政府標案,33247,238,5819.25,TWD,0.629
cmp_202410_038,2024-10-30,video_preroll,kmg_selfserve,政府標案,56178,300,9749.09,TWD,0.67
cmp_202410_038,2024-10-31,video_preroll,kmg_selfserve,政府標案,20105,189,2288.54,TWD,0.726
cmp_202410_039,2024-10-15,in_article,kmg_direct,食品,92446,260,5935.23,TWD,0.748
cmp_202410_039,2024-10-16,in_article,kmg_direct,食品,172395,637,10002.2,TWD,0.648
cmp_202410_039,2024-10-17,in_article,kmg_direct,食品,998,5,55.79,TWD,0.447
cmp_202410_039,2024-10-18,in_article,kmg_direct,食品,101959,370,6310.09,TWD,0.68
cmp_202410_039,2024-10-19,in_article,kmg_direct,食品,74247,233,4795.37,TWD,0.648
cmp_202410_039,2024-10-20,in_article,kmg_direct,食品,7657,36,553.54,TWD,0.566
cmp_202410_039,2024-10-21,in_article,kmg_direct,食品,37594,191,2038.4,TWD,0.381
cmp_202410_039,2024-10-22,in_article,kmg_direct,食品,5176,16,272.38,TWD,0.526
cmp_202410_039,2024-10-23,in_article,kmg_direct,食品,8153,35,474.76,TWD,0.65
cmp_202410_039,2024-10-24,in_article,kmg_direct,食品,23334,66,1102.16,TWD,0.66
cmp_202410_039,2024-10-25,in_article,kmg_direct,食品,7986,43,556.56,TWD,0.646
cmp_202410_039,2024-10-26,in_article,kmg_direct,食品,88313,391,6637.18,TWD,0.496
cmp_202410_039,2024-10-27,in_article,kmg_direct,食品,20815,55,1064.02,TWD,0.641
cmp_202410_039,2024-10-28,in_article,kmg_direct,食品,99782,480,6727.92,TWD,0.562
cmp_202410_040,2024-10-13,top_banner,openx_prog,政府標案,74516,104,82.54,USD,
cmp_202410_040,2024-10-14,top_banner,openx_prog,政府標案,11121,16,15.6,USD,
cmp_202410_040,2024-10-15,top_banner,openx_prog,政府標案,22439,34,32.98,USD,
cmp_202410_040,2024-10-16,top_banner,openx_prog,政府標案,33119,82,35.71,USD,0.507
cmp_202410_040,2024-10-17,top_banner,openx_prog,政府標案,64647,107,59.36,USD,0.563
cmp_202410_040,2024-10-18,top_banner,openx_prog,政府標案,15236,23,19.96,USD,0.843
cmp_202410_040,2024-10-19,top_banner,openx_prog,政府標案,24091,30,27.66,USD,
cmp_202410_040,2024-10-20,top_banner,openx_prog,政府標案,40136,52,45.77,USD,
cmp_202410_040,2024-10-21,top_banner,openx_prog,政府標案,53959,117,52.77,USD,0.541
cmp_202410_040,2024-10-22,top_banner,openx_prog,政府標案,4067,11,4.9,USD,
cmp_202410_040,2024-10-23,top_banner,openx_prog,政府標案,42552,66,39.9,USD,0.544
cmp_202410_040,2024-10-24,top_banner,openx_prog,政府標案,19585,36,20.41,USD,
cmp_202410_040,2024-10-25,top_banner,openx_prog,政府標案,75189,172,89.42,USD,0.574
cmp_202410_040,2024-10-26,top_banner,openx_prog,政府標案,18800,42,23.27,USD,0.703
cmp_202410_040,2024-10-27,top_banner,openx_prog,政府標案,34906,88,51.03,USD,0.46
cmp_202410_040,2024-10-28,top_banner,openx_prog,政府標案,26119,30,35.95,USD,0.497
cmp_202410_040,2024-10-29,top_banner,openx_prog,政府標案,115366,148,125.58,USD,0.595
cmp_202410_040,2024-10-30,top_banner,openx_prog,政府標案,27709,53,27.63,USD,
cmp_202410_040,2024-10-31,top_banner,openx_prog,政府標案,26022,36,26.53,USD,0.703
cmp_202410_041,2024-10-07,video_preroll,kmg_selfserve,食品,20734,108,3152.75,TWD,0.603
cmp_202410_041,2024-10-08,video_preroll,kmg_selfserve,食品,23571,143,3033.24,TWD,0.676
cmp_202410_041,2024-10-09,video_preroll,kmg_selfserve,食品,24471,243,4135.91,TWD,0.556
cmp_202410_041,2024-10-10,video_preroll,kmg_selfserve,食品,30672,168,5068.29,TWD,0.733
cmp_202410_041,2024-10-11,video_preroll,kmg_selfserve,食品,10743,87,1758.05,TWD,0.566
cmp_202410_041,2024-10-12,video_preroll,kmg_selfserve,食品,78469,743,9811.31,TWD,0.694
cmp_202410_041,2024-10-13,video_preroll,kmg_selfserve,食品,15455,129,1829.54,TWD,0.704
cmp_202410_041,2024-10-14,video_preroll,kmg_selfserve,食品,36787,385,4011.56,TWD,0.735
cmp_202410_041,2024-10-15,video_preroll,kmg_selfserve,食品,24832,183,2834.82,TWD,0.761
cmp_202410_041,2024-10-16,video_preroll,kmg_selfserve,食品,16474,91,2952.79,TWD,0.53
cmp_202410_041,2024-10-17,video_preroll,kmg_selfserve,食品,14830,79,2145.64,TWD,0.735
cmp_202410_041,2024-10-18,video_preroll,kmg_selfserve,食品,31395,277,5648.26,TWD,0.531
cmp_202410_041,2024-10-07,top_banner,kmg_selfserve,食品,79301,134,3730.29,TWD,0.544
cmp_202410_041,2024-10-08,top_banner,kmg_selfserve,食品,56169,126,1939.51,TWD,0.78
cmp_202410_041,2024-10-09,top_banner,kmg_selfserve,食品,39602,84,1142.64,TWD,0.681
cmp_202410_041,2024-10-10,top_banner,kmg_selfserve,食品,22753,40,770.07,TWD,0.634
cmp_202410_041,2024-10-11,top_banner,kmg_selfserve,食品,5006,11,214.12,TWD,0.663
cmp_202410_041,2024-10-12,top_banner,kmg_selfserve,食品,21968,46,758.11,TWD,0.524
cmp_202410_041,2024-10-13,top_banner,kmg_selfserve,食品,18434,45,673.92,TWD,0.864
cmp_202410_041,2024-10-14,top_banner,kmg_selfserve,食品,62697,145,2802.74,TWD,0.535
cmp_202410_041,2024-10-15,top_banner,kmg_selfserve,食品,73165,163,2984.11,TWD,0.826
cmp_202410_041,2024-10-16,top_banner,kmg_selfserve,食品,39724,63,1638.84,TWD,0.707
cmp_202410_041,2024-10-17,top_banner,kmg_selfserve,食品,15389,24,579.47,TWD,0.671
cmp_202410_041,2024-10-18,top_banner,kmg_selfserve,食品,13306,28,516.74,TWD,0.471
cmp_202410_042,2024-10-16,sidebar,kmg_direct,旅遊,33837,31,716.1,TWD,0.761
cmp_202410_042,2024-10-17,sidebar,kmg_direct,旅遊,169869,159,3986.99,TWD,0.434
cmp_202410_042,2024-10-18,sidebar,kmg_direct,旅遊,18022,26,436.41,TWD,0.516
cmp_202410_042,2024-10-19,sidebar,kmg_direct,旅遊,46812,51,1008.47,TWD,0.389
cmp_202410_042,2024-10-20,sidebar,kmg_direct,旅遊,9733,14,236.35,TWD,0.579
cmp_202410_042,2024-10-21,sidebar,kmg_direct,旅遊,28477,35,695.39,TWD,0.723
cmp_202410_042,2024-10-22,sidebar,kmg_direct,旅遊,5584,5,103.55,TWD,0.677
cmp_202410_042,2024-10-23,sidebar,kmg_direct,旅遊,125383,117,2830.82,TWD,0.553
cmp_202410_042,2024-10-16,video_preroll,kmg_direct,旅遊,84188,848,12054.15,TWD,0.485
cmp_202410_042,2024-10-17,video_preroll,kmg_direct,旅遊,46851,353,5707.05,TWD,0.538
cmp_202410_042,2024-10-18,video_preroll,kmg_direct,旅遊,10676,86,1291.72,TWD,0.626
cmp_202410_042,2024-10-19,video_preroll,kmg_direct,旅遊,52384,492,6107.06,TWD,0.635
cmp_202410_042,2024-10-20,video_preroll,kmg_direct,旅遊,38588,329,4710.82,TWD,0.681
cmp_202410_042,2024-10-21,video_preroll,kmg_direct,旅遊,25024,251,2936.65,TWD,0.514
cmp_202410_042,2024-10-22,video_preroll,kmg_direct,旅遊,68518,398,12085.39,TWD,0.599
cmp_202410_042,2024-10-23,video_preroll,kmg_direct,旅遊,11007,79,1364.85,TWD,0.419
