content_id,stat_month,pv,uv,sessions,dwell_sec_total,bounce_sessions,share_cnt,comment_cnt,paywall_hit_cnt,conversion_cnt,ingest_ts,total_pv_lifetime
cnt_20241003_047,2024-10,169,122,144,3301,86,0,0,52,10,2024-11-07 13:00:00,303
cnt_20241024_038,2024-10,342,243,287,5695,179,1,0,99,20,2024-11-28 15:00:00,737
cnt_20241018_022,2024-10,402,276,326,47300,117,1,0,106,30,2024-11-22 19:00:00,549
cnt_20241002_029,2024-10,195,149,176,21191,81,1,0,48,14,2024-11-06 14:00:00,305
cnt_20241008_034,2024-10,1031,712,840,107204,427,4,3,20,6,2024-11-12 07:00:00,1480
cnt_20241012_022,2024-10,1149,786,927,23013,502,3,2,262,52,2024-11-16 19:00:00,2274
cnt_20241007_013,2024-10,110,83,98,1765,68,1,0,2,0,2024-11-11 07:00:00,151
cnt_20241010_006,2024-10,421,320,378,68999,251,2,1,7,2,2024-11-14 12:00:00,650
cnt_20241024_013,2024-10,655,443,523,10066,367,3,1,11,3,2024-11-28 07:00:00,1381
cnt_20241030_002,2024-10,120,79,93,10951,42,1,0,2,0,2024-12-04 15:00:00,211
cnt_20241002_011,2024-10,788,579,683,19636,369,3,1,12,2,2024-11-06 09:00:00,1196
cnt_20241021_020,2024-10,168,132,156,3416,91,1,0,3,1,2024-11-25 08:00:00,351
cnt_20241028_043,2024-10,861,631,745,14797,489,2,2,260,51,2024-12-02 10:00:00,1925
cnt_20241019_002,2024-10,857,649,766,150642,387,4,2,13,3,2024-11-23 14:00:00,1417
cnt_20241009_006,2024-10,575,451,532,8248,337,3,1,10,2,2024-11-13 13:00:00,1065
cnt_20241019_003,2024-10,704,510,602,86028,236,4,1,222,65,2024-11-23 19:00:00,1164
cnt_20241004_001,2024-10,332,221,261,7170,171,1,0,6,1,2024-11-08 10:00:00,453
cnt_20241004_018,2024-10,701,481,568,96656,296,3,1,11,1,2024-11-08 21:00:00,1294
cnt_20241022_011,2024-10,53,35,41,6469,19,0,0,1,0,2024-11-26 19:00:00,118
cnt_20241003_016,2024-10,246,176,208,20222,128,1,0,70,20,2024-11-07 15:00:00,416
cnt_20241003_001,2024-10,60,43,51,1383,29,0,0,1,0,2024-11-07 09:00:00,82
cnt_20241015_041,2024-10,574,445,525,78865,173,2,1,168,49,2024-11-19 07:00:00,1239
cnt_20241026_008,2024-10,651,442,522,12765,345,1,2,12,2,2024-11-30 12:00:00,1383
cnt_20241006_017,2024-10,391,293,346,10637,140,1,1,8,1,2024-11-10 07:00:00,610
cnt_20241018_048,2024-10,457,346,408,10095,242,2,1,9,2,2024-11-22 15:00:00,954
cnt_20241026_018,2024-10,329,236,278,5901,174,1,0,6,1,2024-11-30 17:00:00,694
cnt_20241008_020,2024-10,129,84,99,11018,64,0,0,2,1,2024-11-12 22:00:00,247
cnt_20241026_037,2024-10,562,422,498,72054,309,2,1,9,2,2024-11-30 12:00:00,833
cnt_20241023_002,2024-10,1262,852,1005,247515,610,6,2,18,4,2024-11-27 17:00:00,2752
cnt_20241004_059,2024-10,141,102,120,28269,71,0,0,3,1,2024-11-08 19:00:00,285
cnt_20241012_007,2024-10,537,420,496,52630,222,3,1,9,2,2024-11-16 17:00:00,1187
cnt_20241003_036,2024-10,1128,806,951,122299,549,6,1,20,3,2024-11-07 18:00:00,2159
cnt_20241019_017,2024-10,1831,1384,1633,28438,1118,10,2,35,7,2024-11-23 08:00:00,2550
cnt_20241021_041,2024-10,3222,2229,2630,65388,1492,16,4,53,11,2024-11-25 08:00:00,6973
cnt_20241031_021,2024-10,150,100,118,21599,59,1,0,2,1,2024-12-05 18:00:00,334
cnt_20241028_008,2024-10,700,546,644,89890,382,4,1,12,2,2024-12-02 12:00:00,1382
cnt_20241021_005,2024-10,460,317,374,55987,168,2,0,147,42,2024-11-25 10:00:00,757
cnt_20241016_017,2024-10,921,672,793,19819,388,5,2,289,58,2024-11-20 16:00:00,1864
cnt_20241017_048,2024-10,334,261,308,42618,190,2,1,7,1,2024-11-21 11:00:00,631
cnt_20241013_007,2024-10,1210,950,1121,98524,608,7,3,22,7,2024-11-17 19:00:00,2286
cnt_20241031_052,2024-10,240,159,188,29260,119,1,1,4,0,2024-12-05 21:00:00,518
cnt_20241007_041,2024-10,241,185,218,21566,110,1,1,80,23,2024-11-11 07:00:00,401
cnt_20241014_001,2024-10,1300,925,1092,26007,765,6,1,19,3,2024-11-18 15:00:00,2508
cnt_20241011_048,2024-10,327,244,288,6725,192,2,1,6,1,2024-11-15 09:00:00,700
cnt_20241030_009,2024-10,579,425,502,14285,289,2,1,167,33,2024-12-04 15:00:00,1004
cnt_20241008_016,2024-10,230,172,203,22724,82,1,0,4,1,2024-11-12 17:00:00,462
cnt_20241029_001,2024-10,204,158,186,3613,128,1,0,4,1,2024-12-03 10:00:00,344
cnt_20241031_047,2024-10,235,155,183,6494,94,1,0,4,1,2024-12-05 14:00:00,394
cnt_20241003_007,2024-10,353,250,295,8664,166,2,1,5,1,2024-11-07 11:00:00,495
cnt_20241026_033,2024-10,2801,1826,2155,57431,1321,6,6,46,9,2024-11-30 10:00:00,5199
cnt_20241030_005,2024-10,374,290,342,7485,188,2,1,7,1,2024-12-04 18:00:00,819
cnt_20241001_013,2024-10,609,435,513,44948,339,4,0,8,1,2024-11-05 22:00:00,1009
cnt_20241015_016,2024-10,180,121,143,4521,75,1,0,2,1,2024-11-19 19:00:00,363
cnt_20241020_002,2024-10,379,298,352,35769,213,2,1,7,1,2024-11-24 22:00:00,516
cnt_20241020_004,2024-10,106,79,93,1798,58,1,0,2,1,2024-11-24 09:00:00,209
cnt_20241004_002,2024-10,1702,1172,1383,40824,678,9,2,23,5,2024-11-08 14:00:00,3413
cnt_20241014_026,2024-10,1263,910,1074,26237,678,6,1,24,5,2024-11-18 13:00:00,2246
cnt_20241027_037,2024-10,558,407,480,79043,325,2,1,11,2,2024-12-01 10:00:00,995
cnt_20241019_014,2024-10,1397,1103,1302,176944,793,8,1,28,5,2024-11-23 08:00:00,2045
cnt_20241016_041,2024-10,68,52,61,5781,25,0,0,1,0,2024-11-20 15:00:00,132
cnt_20241008_044,2024-10,53,39,46,897,34,0,0,1,0,2024-11-12 18:00:00,74
cnt_20241024_007,2024-10,192,144,170,3723,82,0,0,3,0,2024-11-28 15:00:00,313
cnt_20241016_037,2024-10,1283,936,1104,233214,606,7,1,21,4,2024-11-20 12:00:00,2696
cnt_20241022_029,2024-10,1243,872,1029,26187,518,4,2,17,4,2024-11-26 16:00:00,2276
cnt_20241018_013,2024-10,491,350,413,92651,212,3,1,9,2,2024-11-22 17:00:00,869
cnt_20241011_021,2024-10,791,584,689,149984,384,4,1,14,3,2024-11-15 18:00:00,1069
cnt_20241020_016,2024-10,306,217,256,5550,154,1,1,6,1,2024-11-24 14:00:00,516
cnt_20241030_004,2024-10,565,428,505,14662,262,2,0,180,36,2024-12-04 11:00:00,1147
cnt_20241024_030,2024-10,167,109,129,21586,58,1,0,43,12,2024-11-28 15:00:00,276
cnt_20241030_001,2024-10,1445,1070,1263,29935,835,4,2,472,93,2024-12-04 14:00:00,2677
cnt_20241006_002,2024-10,518,375,442,71286,281,3,1,8,1,2024-11-10 09:00:00,1025
cnt_20241006_008,2024-10,485,377,445,10461,237,2,1,10,2,2024-11-10 15:00:00,963
cnt_20241014_020,2024-10,142,104,123,16674,66,0,0,2,0,2024-11-18 20:00:00,226
cnt_20241017_009,2024-10,199,149,176,16455,95,1,1,62,18,2024-11-21 09:00:00,384
cnt_20241027_013,2024-10,1042,771,910,23656,528,3,2,341,68,2024-12-01 12:00:00,1774
cnt_20241009_044,2024-10,184,136,160,4691,80,1,1,3,1,2024-11-13 10:00:00,397
cnt_20241010_030,2024-10,306,237,280,47194,160,2,0,6,1,2024-11-14 07:00:00,442
cnt_20241029_008,2024-10,143,96,113,2662,65,0,0,2,1,2024-12-03 10:00:00,228
cnt_20241013_014,2024-10,875,650,767,15354,484,2,2,17,4,2024-11-17 07:00:00,1281
cnt_20241027_018,2024-10,111,86,101,2081,67,1,0,41,8,2024-12-01 08:00:00,219
cnt_20241010_011,2024-10,828,612,722,15551,514,4,1,15,3,2024-11-14 14:00:00,1467
cnt_20241018_009,2024-10,326,215,254,6178,160,2,1,5,1,2024-11-22 14:00:00,711
cnt_20241031_050,2024-10,357,281,332,56575,122,1,1,8,1,2024-12-05 20:00:00,589
cnt_20241026_007,2024-10,407,319,376,9231,223,2,1,6,2,2024-11-30 07:00:00,879
cnt_20241016_009,2024-10,561,444,524,9420,350,3,1,191,37,2024-11-20 14:00:00,1106
cnt_20241004_048,2024-10,351,231,273,35825,124,1,0,96,27,2024-11-08 08:00:00,591
cnt_20241018_050,2024-10,174,119,140,4082,88,1,0,3,1,2024-11-22 12:00:00,321
cnt_20241002_033,2024-10,405,316,373,9269,210,1,1,8,1,2024-11-06 16:00:00,900
cnt_20241030_037,2024-10,450,331,391,84696,240,1,0,9,2,2024-12-04 11:00:00,632
cnt_20241008_039,2024-10,706,510,602,13580,348,3,2,11,3,2024-11-12 16:00:00,1204
cnt_20241025_041,2024-10,357,271,320,7192,173,1,1,8,1,2024-11-29 14:00:00,534
cnt_20241031_041,2024-10,153,116,137,3355,82,0,0,47,9,2024-12-05 07:00:00,250
cnt_20241022_025,2024-10,230,171,202,5036,117,1,0,4,1,2024-11-26 18:00:00,394
cnt_20241007_031,2024-10,133,97,114,18188,70,1,0,2,1,2024-11-11 09:00:00,224
cnt_20241027_003,2024-10,862,568,670,20631,395,5,2,190,37,2024-12-01 12:00:00,1282
cnt_20241012_024,2024-10,689,458,540,20132,259,3,2,194,38,2024-11-16 11:00:00,1496
cnt_20241025_056,2024-10,392,296,349,7450,230,2,1,6,1,2024-11-29 14:00:00,851
cnt_20241007_022,2024-10,208,161,190,3248,134,1,0,4,0,2024-11-11 15:00:00,303
cnt_20241018_049,2024-10,839,614,725,126948,499,2,1,13,3,2024-11-22 14:00:00,1364
cnt_20241028_002,2024-10,477,377,445,7861,251,2,1,144,29,2024-12-02 11:00:00,873
cnt_20241021_038,2024-10,491,362,427,9195,234,2,1,7,1,2024-11-25 11:00:00,1075
cnt_20241003_013,2024-10,282,221,261,2912,218,1,1,5,1,2024-11-07 11:00:00,603
cnt_20241018_033,2024-10,249,193,228,22210,130,1,0,4,1,2024-11-22 18:00:00,424
cnt_20241022_009,2024-10,491,358,422,11585,260,3,1,155,30,2024-11-26 13:00:00,698
cnt_20241006_026,2024-10,540,402,474,55278,297,1,1,9,2,2024-11-10 22:00:00,1034
cnt_20241009_039,2024-10,785,537,634,12643,415,2,2,10,2,2024-11-13 19:00:00,1559
cnt_20241027_014,2024-10,401,292,345,56306,218,2,0,6,1,2024-12-01 13:00:00,782
cnt_20241023_008,2024-10,395,272,321,36470,145,1,1,103,30,2024-11-27 10:00:00,848
cnt_20241026_038,2024-10,2063,1550,1829,33300,1310,8,2,44,8,2024-11-30 07:00:00,3524
cnt_20241029_007,2024-10,396,297,350,33669,154,2,1,124,36,2024-12-03 19:00:00,730
cnt_20241004_058,2024-10,199,147,173,22452,76,1,0,55,16,2024-11-08 11:00:00,279
cnt_20241018_017,2024-10,64,45,53,1220,29,0,0,1,0,2024-11-22 12:00:00,143
cnt_20241004_012,2024-10,370,253,299,7941,153,1,1,6,1,2024-11-08 13:00:00,568
cnt_20241024_043,2024-10,304,205,242,5783,142,1,0,4,1,2024-11-28 09:00:00,542
cnt_20241025_015,2024-10,1526,1130,1333,34843,747,8,3,31,6,2024-11-29 17:00:00,3419
cnt_20241021_047,2024-10,450,345,407,10077,217,2,1,8,2,2024-11-25 09:00:00,957
cnt_20241009_018,2024-10,628,428,505,13314,283,3,1,203,40,2024-11-13 10:00:00,1043
cnt_20241005_026,2024-10,169,122,144,18852,66,1,0,45,13,2024-11-09 07:00:00,243
cnt_20241010_022,2024-10,2512,1737,2050,63150,1201,7,6,39,8,2024-11-14 08:00:00,4290
cnt_20241019_030,2024-10,3030,2243,2647,440532,1640,10,4,54,10,2024-11-23 14:00:00,4102
cnt_20241009_041,2024-10,826,629,742,18356,458,4,1,13,3,2024-11-13 11:00:00,1492
cnt_20241007_032,2024-10,71,48,57,1271,35,0,0,18,4,2024-11-11 16:00:00,96
cnt_20241001_006,2024-10,189,137,162,16335,101,1,0,3,0,2024-11-05 19:00:00,290
cnt_20241014_030,2024-10,378,267,315,7694,182,2,0,7,1,2024-11-18 15:00:00,782
cnt_20241025_046,2024-10,187,127,150,4898,83,1,0,3,0,2024-11-29 08:00:00,290
cnt_20241017_024,2024-10,814,615,726,15285,392,3,2,13,2,2024-11-21 13:00:00,1485
cnt_20241024_032,2024-10,624,447,527,67191,260,3,1,10,1,2024-11-28 22:00:00,1204
cnt_20241031_039,2024-10,439,285,336,10807,206,2,0,5,1,2024-12-05 14:00:00,689
cnt_20241024_041,2024-10,470,324,382,9058,207,2,1,128,25,2024-11-28 19:00:00,807
cnt_20241020_012,2024-10,1617,1087,1283,29419,808,6,2,29,6,2024-11-24 10:00:00,3280
cnt_20241021_030,2024-10,159,115,136,2341,105,0,0,3,0,2024-11-25 18:00:00,287
cnt_20241029_029,2024-10,722,480,566,74733,332,3,1,10,1,2024-12-03 20:00:00,980
cnt_20241029_032,2024-10,849,566,668,184072,371,4,1,13,3,2024-12-03 10:00:00,1182
cnt_20241020_003,2024-10,1181,844,996,101387,473,6,1,316,92,2024-11-24 12:00:00,2185
cnt_20241021_002,2024-10,4606,3096,3653,124412,1814,14,11,1386,275,2024-11-25 17:00:00,7314
cnt_20241024_036,2024-10,436,320,378,9407,230,2,1,7,2,2024-11-28 14:00:00,820
cnt_20241024_023,2024-10,128,97,114,9926,60,1,0,38,11,2024-11-28 13:00:00,285
cnt_20241016_006,2024-10,1484,1119,1320,25026,770,8,3,24,5,2024-11-20 13:00:00,2815
cnt_20241002_027,2024-10,223,176,208,3237,129,1,0,4,0,2024-11-06 17:00:00,489
cnt_20241018_015,2024-10,416,297,350,7207,220,2,0,6,1,2024-11-22 14:00:00,644
cnt_20241023_039,2024-10,914,656,774,14519,485,4,2,17,3,2024-11-27 10:00:00,1564
cnt_20241004_051,2024-10,134,93,110,2433,68,1,0,2,0,2024-11-08 12:00:00,228
cnt_20241015_015,2024-10,295,221,261,27160,130,1,1,89,26,2024-11-19 13:00:00,598
cnt_20241003_018,2024-10,753,498,588,97037,266,2,1,13,4,2024-11-07 16:00:00,1225
cnt_20241003_041,2024-10,150,105,124,4103,68,0,0,3,1,2024-11-07 12:00:00,285
cnt_20241014_028,2024-10,644,468,552,106711,304,3,2,12,3,2024-11-18 11:00:00,1380
cnt_20241004_004,2024-10,174,120,142,16399,84,1,0,3,0,2024-11-08 21:00:00,387
cnt_20241014_046,2024-10,1397,1098,1296,77211,933,4,1,21,3,2024-11-18 21:00:00,1935
cnt_20241025_023,2024-10,1023,756,892,24542,419,5,2,15,3,2024-11-29 08:00:00,1834
cnt_20241019_001,2024-10,934,674,795,24042,441,5,2,242,48,2024-11-23 17:00:00,1477
cnt_20241030_030,2024-10,221,144,170,39410,121,1,0,3,1,2024-12-04 09:00:00,366
cnt_20241009_043,2024-10,336,258,304,28281,174,1,1,5,0,2024-11-13 22:00:00,517
cnt_20241015_043,2024-10,318,221,261,32121,144,2,0,6,1,2024-11-19 20:00:00,613
cnt_20241023_034,2024-10,337,223,263,5687,172,1,0,4,1,2024-11-27 12:00:00,695
cnt_20241029_025,2024-10,216,164,194,3228,137,1,0,4,1,2024-12-03 08:00:00,365
cnt_20241010_016,2024-10,185,135,159,3405,92,1,0,62,12,2024-11-14 12:00:00,312
cnt_20241011_003,2024-10,645,449,530,115225,306,2,1,12,3,2024-11-15 16:00:00,1092
cnt_20241004_016,2024-10,233,171,202,4261,138,1,0,4,0,2024-11-08 15:00:00,381
cnt_20241026_006,2024-10,746,565,667,107704,386,4,1,12,2,2024-11-30 17:00:00,1377
cnt_20241010_029,2024-10,119,85,100,2370,53,0,0,2,1,2024-11-14 15:00:00,203
cnt_20241002_007,2024-10,977,648,765,23076,417,5,1,14,3,2024-11-06 17:00:00,1449
cnt_20241008_048,2024-10,146,112,132,2349,91,1,0,3,0,2024-11-12 18:00:00,246
cnt_20241012_039,2024-10,206,149,176,23777,66,1,0,59,17,2024-11-16 16:00:00,302
cnt_20241001_025,2024-10,1595,1108,1307,38658,794,6,4,434,86,2024-11-05 19:00:00,3576
cnt_20241007_026,2024-10,442,345,407,9275,223,2,1,9,2,2024-11-11 10:00:00,810
cnt_20241023_003,2024-10,133,95,112,11921,50,0,0,45,13,2024-11-27 16:00:00,268
cnt_20241024_029,2024-10,346,258,304,8065,145,2,1,6,1,2024-11-28 16:00:00,767
cnt_20241024_045,2024-10,721,497,586,11823,380,2,1,168,33,2024-11-28 08:00:00,1018
cnt_20241004_049,2024-10,129,98,116,12098,72,1,0,3,0,2024-11-08 20:00:00,230
cnt_20241009_015,2024-10,127,87,103,17040,41,1,0,2,1,2024-11-13 08:00:00,185
cnt_20241026_023,2024-10,1119,874,1031,116696,520,4,2,18,3,2024-11-30 18:00:00,2183
cnt_20241031_035,2024-10,185,136,160,22929,71,1,0,3,0,2024-12-05 21:00:00,318
cnt_20241014_019,2024-10,885,623,735,104034,439,4,2,16,2,2024-11-18 22:00:00,1538
cnt_20241018_018,2024-10,301,236,278,28526,156,1,0,6,1,2024-11-22 21:00:00,618
cnt_20241024_017,2024-10,431,313,369,38184,182,1,1,137,39,2024-11-28 13:00:00,615
cnt_20241004_045,2024-10,586,388,458,140446,216,3,2,10,2,2024-11-08 16:00:00,836
cnt_20241010_001,2024-10,1786,1161,1370,25539,1030,4,1,26,5,2024-11-14 14:00:00,3570
cnt_20241012_031,2024-10,417,281,332,8343,181,2,0,7,1,2024-11-16 16:00:00,670
cnt_20241009_025,2024-10,124,81,96,2651,68,0,0,2,0,2024-11-13 18:00:00,258
cnt_20241010_017,2024-10,1108,863,1018,138110,632,4,2,22,4,2024-11-14 07:00:00,1715
cnt_20241028_012,2024-10,457,344,406,57293,151,1,0,153,44,2024-12-02 19:00:00,916
cnt_20241028_013,2024-10,172,135,159,16867,76,0,0,3,1,2024-12-02 12:00:00,380
cnt_20241018_057,2024-10,803,558,658,16326,473,2,1,204,41,2024-11-22 07:00:00,1273
cnt_20241017_054,2024-10,415,310,366,7602,194,1,1,7,1,2024-11-21 13:00:00,877
cnt_20241030_042,2024-10,548,406,479,16610,218,2,1,10,2,2024-12-04 13:00:00,1085
cnt_20241020_021,2024-10,603,411,485,15751,261,1,1,191,37,2024-11-24 14:00:00,1289
cnt_20241031_012,2024-10,759,578,682,15796,375,2,1,12,2,2024-12-05 13:00:00,1178
cnt_20241017_034,2024-10,617,456,538,9558,340,2,2,12,2,2024-11-21 11:00:00,890
cnt_20241013_016,2024-10,168,111,131,23616,72,0,0,3,0,2024-11-17 21:00:00,314
cnt_20241012_029,2024-10,1577,1074,1267,35302,743,5,3,28,5,2024-11-16 14:00:00,2502
cnt_20241017_041,2024-10,248,175,206,46609,124,1,0,5,1,2024-11-21 19:00:00,465
cnt_20241005_029,2024-10,255,190,224,23574,135,1,1,5,1,2024-11-09 22:00:00,414
cnt_20241023_007,2024-10,378,291,343,8042,177,1,1,6,1,2024-11-27 17:00:00,589
cnt_20241018_012,2024-10,1078,793,936,127473,502,4,2,22,3,2024-11-22 21:00:00,2252
cnt_20241031_045,2024-10,130,98,116,2291,65,1,0,2,0,2024-12-05 08:00:00,236
cnt_20241030_032,2024-10,371,253,299,37141,179,1,1,6,1,2024-12-04 22:00:00,752
cnt_20241016_036,2024-10,1621,1279,1509,30291,847,3,1,27,6,2024-11-20 11:00:00,2552
cnt_20241026_012,2024-10,580,383,452,14554,285,2,1,8,2,2024-11-30 13:00:00,890
cnt_20241015_012,2024-10,358,254,300,8413,177,2,0,109,22,2024-11-19 09:00:00,714
cnt_20241025_022,2024-10,570,438,517,8699,341,3,1,11,2,2024-11-29 11:00:00,805
cnt_20241011_028,2024-10,498,390,460,7161,286,1,1,9,2,2024-11-15 16:00:00,702
cnt_20241029_031,2024-10,162,123,145,2706,93,1,0,3,1,2024-12-03 14:00:00,267
cnt_20241008_041,2024-10,2515,1708,2015,357837,1231,6,3,35,7,2024-11-12 17:00:00,5219
cnt_20241022_016,2024-10,5869,4611,5441,647319,2198,35,6,1823,527,2024-11-26 13:00:00,10902
cnt_20241012_006,2024-10,1860,1365,1611,40428,1051,8,4,26,5,2024-11-16 09:00:00,3643
cnt_20241012_012,2024-10,666,468,552,108924,350,3,1,11,2,2024-11-16 08:00:00,1486
cnt_20241007_015,2024-10,412,326,385,5942,275,2,0,6,2,2024-11-11 08:00:00,622
cnt_20241023_041,2024-10,2325,1797,2120,31937,1440,8,5,48,10,2024-11-27 10:00:00,3395
cnt_20241006_001,2024-10,624,470,555,12064,337,3,1,223,44,2024-11-10 17:00:00,998
cnt_20241028_027,2024-10,538,417,492,8768,297,2,1,10,2,2024-12-02 08:00:00,826
cnt_20241030_019,2024-10,181,142,168,2940,105,0,0,4,0,2024-12-04 15:00:00,257
cnt_20241004_042,2024-10,216,149,176,20628,105,1,1,3,0,2024-11-08 19:00:00,322
cnt_20241002_038,2024-10,334,227,268,7780,130,1,0,5,1,2024-11-06 10:00:00,487
cnt_20241015_039,2024-10,163,123,145,3532,92,0,0,3,0,2024-11-19 16:00:00,352
cnt_20241007_039,2024-10,218,146,172,20806,112,1,0,3,0,2024-11-11 21:00:00,469
cnt_20241008_004,2024-10,279,209,247,3399,186,1,1,4,1,2024-11-12 13:00:00,419
cnt_20241010_007,2024-10,1037,808,953,17069,587,4,1,385,76,2024-11-14 10:00:00,1846
cnt_20241021_001,2024-10,564,371,438,89494,285,2,1,7,1,2024-11-25 18:00:00,990
cnt_20241030_022,2024-10,701,463,546,111012,306,4,2,10,1,2024-12-04 08:00:00,1576
cnt_20241008_009,2024-10,1647,1280,1510,159383,608,6,4,512,148,2024-11-12 07:00:00,2694
cnt_20241025_018,2024-10,694,523,617,13481,360,3,2,11,2,2024-11-29 08:00:00,1332
cnt_20241030_036,2024-10,425,332,392,40003,232,2,1,7,1,2024-12-04 18:00:00,721
cnt_20241021_043,2024-10,229,156,184,25119,82,1,1,4,1,2024-11-25 14:00:00,374
cnt_20241016_004,2024-10,656,431,509,13642,321,3,2,12,2,2024-11-20 17:00:00,1113
cnt_20241017_046,2024-10,436,335,395,43687,279,2,1,8,2,2024-11-21 08:00:00,954
cnt_20241030_028,2024-10,322,214,253,26452,135,1,1,5,2,2024-12-04 08:00:00,444
cnt_20241025_033,2024-10,307,240,283,8886,121,1,1,5,1,2024-11-29 09:00:00,527
cnt_20241015_030,2024-10,1291,1005,1186,18644,768,5,2,28,6,2024-11-19 12:00:00,2185
cnt_20241009_005,2024-10,668,450,531,13574,301,4,1,9,2,2024-11-13 12:00:00,1197
cnt_20241017_015,2024-10,318,252,297,6072,171,1,0,108,21,2024-11-21 13:00:00,646
cnt_20241003_005,2024-10,69,52,61,5649,30,0,0,22,6,2024-11-07 18:00:00,102
cnt_20241013_004,2024-10,290,226,267,5422,168,1,0,91,18,2024-11-17 16:00:00,441
cnt_20241007_044,2024-10,3452,2550,3009,390932,1430,18,7,903,261,2024-11-11 16:00:00,5584
cnt_20241011_020,2024-10,349,263,310,49910,181,1,0,5,1,2024-11-15 08:00:00,780
cnt_20241025_017,2024-10,1001,669,789,20908,512,2,2,14,3,2024-11-29 11:00:00,2099
cnt_20241008_035,2024-10,1186,790,932,24088,577,7,1,17,3,2024-11-12 09:00:00,2173
cnt_20241004_008,2024-10,1895,1285,1516,36941,1046,11,2,31,6,2024-11-08 13:00:00,3977
cnt_20241020_011,2024-10,218,159,188,20506,108,1,0,4,0,2024-11-24 18:00:00,318
cnt_20241024_047,2024-10,582,443,523,11770,309,2,1,191,38,2024-11-28 17:00:00,874
cnt_20241013_023,2024-10,512,402,474,6945,349,3,1,11,2,2024-11-17 07:00:00,1033
cnt_20241022_006,2024-10,2965,2048,2417,76438,1221,11,5,48,10,2024-11-26 14:00:00,4553
cnt_20241014_057,2024-10,394,281,332,8735,211,2,1,126,25,2024-11-18 12:00:00,574
cnt_20241028_011,2024-10,189,136,160,2822,107,1,0,3,1,2024-12-02 10:00:00,389
cnt_20241004_031,2024-10,295,210,248,7685,142,1,0,4,1,2024-11-08 09:00:00,467
cnt_20241011_018,2024-10,1163,891,1051,26599,608,4,2,22,5,2024-11-15 10:00:00,1928
cnt_20241030_044,2024-10,368,260,307,8094,193,2,1,6,2,2024-12-04 19:00:00,526
cnt_20241025_044,2024-10,426,297,350,58510,187,1,0,7,1,2024-11-29 18:00:00,773
cnt_20241007_023,2024-10,190,140,165,3848,109,0,0,62,13,2024-11-11 08:00:00,324
cnt_20241009_021,2024-10,630,425,502,15098,280,3,1,10,2,2024-11-13 16:00:00,1123
cnt_20241021_045,2024-10,1084,842,994,22153,626,4,2,17,3,2024-11-25 08:00:00,2438
cnt_20241030_027,2024-10,361,254,300,6704,168,2,1,5,1,2024-12-04 17:00:00,800
cnt_20241021_037,2024-10,225,146,172,21567,84,1,0,3,1,2024-11-25 13:00:00,412
cnt_20241012_003,2024-10,2104,1479,1745,41600,979,11,3,34,7,2024-11-16 08:00:00,3624
cnt_20241003_014,2024-10,35,27,32,4402,13,0,0,11,3,2024-11-07 19:00:00,54
cnt_20241030_045,2024-10,640,469,553,61933,370,3,1,12,2,2024-12-04 19:00:00,1053
cnt_20241011_023,2024-10,195,128,151,4841,86,1,0,60,12,2024-11-15 13:00:00,267
cnt_20241028_039,2024-10,271,176,208,6346,118,2,1,73,14,2024-12-02 07:00:00,397
cnt_20241003_028,2024-10,102,70,83,12101,50,0,0,2,0,2024-11-07 22:00:00,184
cnt_20241001_027,2024-10,248,175,206,5186,123,1,0,5,1,2024-11-05 14:00:00,434
cnt_20241028_023,2024-10,117,91,107,2546,54,1,0,31,6,2024-12-02 15:00:00,212
cnt_20241010_010,2024-10,354,278,328,49878,225,1,1,5,1,2024-11-14 07:00:00,748
cnt_20241004_009,2024-10,338,267,315,6329,187,2,1,6,2,2024-11-08 13:00:00,620
cnt_20241023_025,2024-10,378,291,343,36313,155,2,1,7,2,2024-11-27 14:00:00,550
cnt_20241028_033,2024-10,581,445,525,14570,275,3,0,12,3,2024-12-02 16:00:00,1141
cnt_20241029_044,2024-10,3495,2624,3096,62048,1726,19,5,69,13,2024-12-03 15:00:00,5456
cnt_20241015_013,2024-10,171,127,150,14747,93,0,0,2,0,2024-11-19 18:00:00,361
cnt_20241028_003,2024-10,210,165,195,28064,116,0,1,4,0,2024-12-02 12:00:00,381
cnt_20241018_037,2024-10,960,732,864,15609,604,3,2,18,4,2024-11-22 19:00:00,1302
cnt_20241004_014,2024-10,1898,1287,1519,39850,932,8,4,26,5,2024-11-08 10:00:00,4008
cnt_20241020_015,2024-10,81,59,70,1633,48,0,0,1,0,2024-11-24 16:00:00,182
cnt_20241015_040,2024-10,1009,761,898,21697,560,3,3,21,4,2024-11-19 15:00:00,1882
cnt_20241008_005,2024-10,360,251,296,42305,136,1,1,6,0,2024-11-12 22:00:00,647
cnt_20241027_012,2024-10,424,275,324,11205,197,2,1,6,1,2024-12-01 18:00:00,918
cnt_20241009_002,2024-10,543,408,481,9542,331,2,1,10,2,2024-11-13 09:00:00,952
cnt_20241017_029,2024-10,434,335,395,10631,204,1,1,8,1,2024-11-21 07:00:00,754
cnt_20241020_009,2024-10,304,206,243,7897,133,1,0,5,1,2024-11-24 07:00:00,518
cnt_20241018_031,2024-10,1091,817,964,19596,630,3,1,350,69,2024-11-22 12:00:00,2389
cnt_20241029_030,2024-10,905,658,776,109482,526,4,2,14,3,2024-12-03 13:00:00,1763
